date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
04-24-2021,85.47,,,,,,,,979,,,actual
05-01-2021,84.87,,,,,,,,871,,,actual
05-08-2021,84.06,,,,,,,,727,,,actual
05-15-2021,83.86,374,357,387,83.52,84.2,374 [357 - 387],83.86% [83.52% - 84.2%],691,630,752,projected
05-22-2021,83.03,264,248,280,82.53,83.44,264 [248 - 280],83.03% [82.53% - 83.44%],543,452,616,projected
05-29-2021,82.2,210,195,225,81.57,82.78,210 [195 - 225],82.2% [81.57% - 82.78%],393,281,497,projected
06-05-2021,81.72,186,170,202,81.07,82.34,186 [170 - 202],81.72% [81.07% - 82.34%],307,191,419,projected
06-12-2021,81.45,148,132,168,80.69,82.2,148 [132 - 168],81.45% [80.69% - 82.2%],260,124,394,projected
06-19-2021,81.22,124,109,149,80.45,82.09,124 [109 - 149],81.22% [80.45% - 82.09%],219,81,374,projected
06-26-2021,81.07,112,99,138,80.23,82.08,112 [99 - 138],81.07% [80.23% - 82.08%],191,42,373,projected
