region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,105.39,862,810,974,94.86,118.96,862 [810 - 974],105.39% [94.86% - 118.96%],2144,1255,3290,01-26-2021,projected
2,AL- DOTHAN,103.34,154,145,172,95.51,117.73,154 [145 - 172],103.34% [95.51% - 117.73%],310,206,501,01-26-2021,projected
5,AL- HUNTSVILLE,94.95,117,110,127,90.37,100.85,117 [110 - 127],94.95% [90.37% - 100.85%],281,195,392,01-26-2021,projected
6,AL- MOBILE,111.22,454,425,506,99.95,131.0,454 [425 - 506],111.22% [99.95% - 131.0%],892,570,1457,01-26-2021,projected
7,AL- MONTGOMERY,147.53,558,523,634,120.56,204.58,558 [523 - 634],147.53% [120.56% - 204.58%],1044,627,1926,01-26-2021,projected
9,AL- TUSCALOOSA,106.15,123,115,143,95.53,121.58,123 [115 - 143],106.15% [95.53% - 121.58%],261,155,415,01-26-2021,projected
11,AZ- MESA,127.98,416,387,481,109.85,156.46,416 [387 - 481],127.98% [109.85% - 156.46%],950,591,1514,01-26-2021,projected
12,AZ- PHOENIX,106.57,832,776,942,96.66,120.98,832 [776 - 942],106.57% [96.66% - 120.98%],2013,1262,3104,01-26-2021,projected
14,AZ- SUN CITY,92.59,37,34,41,87.65,98.64,37 [34 - 41],92.59% [87.65% - 98.64%],102,62,151,01-26-2021,projected
15,AZ- TUCSON,146.92,850,787,1006,116.49,213.52,850 [787 - 1006],146.92% [116.49% - 213.52%],1689,921,3370,01-26-2021,projected
16,AR- FORT SMITH,99.52,123,114,132,92.72,108.02,123 [114 - 132],99.52% [92.72% - 108.02%],250,163,359,01-26-2021,projected
18,AR- JONESBORO,91.06,39,36,44,87.85,95.71,39 [36 - 44],91.06% [87.85% - 95.71%],100,71,142,01-26-2021,projected
19,AR- LITTLE ROCK,95.11,414,389,457,90.08,101.55,414 [389 - 457],95.11% [90.08% - 101.55%],872,582,1244,01-26-2021,projected
21,AR- SPRINGDALE,125.6,245,231,273,109.33,155.12,245 [231 - 273],125.6% [109.33% - 155.12%],482,310,794,01-26-2021,projected
22,AR- TEXARKANA,100.31,103,97,114,92.96,111.73,103 [97 - 114],100.31% [92.96% - 111.73%],199,127,311,01-26-2021,projected
23,CA- ORANGE CO.,100.9,706,667,761,94.32,108.73,706 [667 - 761],100.9% [94.32% - 108.73%],1599,1096,2198,01-26-2021,projected
25,CA- BAKERSFIELD,96.76,278,263,299,91.48,103.48,278 [263 - 299],96.76% [91.48% - 103.48%],606,415,849,01-26-2021,projected
31,CA- CHICO,91.41,32,30,35,87.5,95.47,32 [30 - 35],91.41% [87.5% - 95.47%],73,48,99,01-26-2021,projected
33,CA- CONTRA COSTA CO.,92.18,102,95,111,87.94,97.07,102 [95 - 111],92.18% [87.94% - 97.07%],244,159,342,01-26-2021,projected
43,CA- FRESNO,101.86,208,195,223,94.81,109.48,208 [195 - 223],101.86% [94.81% - 109.48%],499,338,673,01-26-2021,projected
56,CA- LOS ANGELES,110.34,3419,3209,3639,98.99,121.96,3419 [3209 - 3639],110.34% [98.99% - 121.96%],7524,4709,10407,01-26-2021,projected
58,CA- MODESTO,94.25,94,87,102,89.19,100.01,94 [87 - 102],94.25% [89.19% - 100.01%],245,158,344,01-26-2021,projected
62,CA- NAPA,94.09,41,38,46,87.9,102.85,41 [38 - 46],94.09% [87.9% - 102.85%],82,46,133,01-26-2021,projected
65,CA- ALAMEDA CO.,86.04,75,68,83,83.37,89.2,75 [68 - 83],86.04% [83.37% - 89.2%],204,114,311,01-26-2021,projected
69,CA- PALM SPR/RANCHO MIR.,110.67,139,132,147,101.94,121.12,139 [132 - 147],110.67% [101.94% - 121.12%],323,231,433,01-26-2021,projected
73,CA- REDDING,85.45,28,26,32,84.07,88.23,28 [26 - 32],85.45% [84.07% - 88.23%],59,44,89,01-26-2021,projected
77,CA- SACRAMENTO,90.56,218,204,239,86.9,95.32,218 [204 - 239],90.56% [86.9% - 95.32%],505,330,733,01-26-2021,projected
78,CA- SALINAS,91.73,36,33,39,87.44,95.89,36 [33 - 39],91.73% [87.44% - 95.89%],93,59,126,01-26-2021,projected
79,CA- SAN BERNARDINO,113.48,783,741,830,103.28,125.05,783 [741 - 830],113.48% [103.28% - 125.05%],1936,1346,2605,01-26-2021,projected
80,CA- SAN DIEGO,106.18,800,756,854,98.14,115.52,800 [756 - 854],106.18% [98.14% - 115.52%],1841,1276,2498,01-26-2021,projected
81,CA- SAN FRANCISCO,84.77,105,98,114,83.08,86.56,105 [98 - 114],84.77% [83.08% - 86.56%],242,156,333,01-26-2021,projected
82,CA- SAN JOSE,101.08,314,295,342,93.65,109.05,314 [295 - 342],101.08% [93.65% - 109.05%],638,413,879,01-26-2021,projected
83,CA- SAN LUIS OBISPO,98.42,34,31,37,91.84,104.78,34 [31 - 37],98.42% [91.84% - 104.78%],84,54,113,01-26-2021,projected
85,CA- SAN MATEO CO.,88.9,107,100,116,85.75,92.24,107 [100 - 116],88.9% [85.75% - 92.24%],240,155,330,01-26-2021,projected
86,CA- SANTA BARBARA,121.82,203,192,219,106.5,141.7,203 [192 - 219],121.82% [106.5% - 141.7%],404,256,596,01-26-2021,projected
87,CA- SANTA CRUZ,137.66,108,101,119,115.65,168.86,108 [101 - 119],137.66% [115.65% - 168.86%],207,128,319,01-26-2021,projected
89,CA- SANTA ROSA,85.16,39,36,43,83.28,86.99,39 [36 - 43],85.16% [83.28% - 86.99%],96,61,130,01-26-2021,projected
91,CA- STOCKTON,96.56,69,64,75,90.91,102.3,69 [64 - 75],96.56% [90.91% - 102.3%],176,116,237,01-26-2021,projected
96,CA- VENTURA,177.84,778,735,817,140.84,211.21,778 [735 - 817],177.84% [140.84% - 211.21%],1539,957,2064,01-26-2021,projected
101,CO- BOULDER,87.58,14,13,16,85.47,90.32,14 [13 - 16],87.58% [85.47% - 90.32%],36,26,49,01-26-2021,projected
102,CO- COLORADO SPRINGS,94.78,77,72,90,89.86,104.44,77 [72 - 90],94.78% [89.86% - 104.44%],153,102,253,01-26-2021,projected
103,CO- DENVER,92.66,301,280,343,87.6,99.93,301 [280 - 343],92.66% [87.6% - 99.93%],605,363,952,01-26-2021,projected
104,CO- FORT COLLINS,87.51,21,19,22,85.79,90.02,21 [19 - 22],87.51% [85.79% - 90.02%],48,37,64,01-26-2021,projected
105,CO- GRAND JUNCTION,110.68,110,102,120,100.96,125.2,110 [102 - 120],110.68% [100.96% - 125.2%],243,166,358,01-26-2021,projected
106,CO- GREELEY,87.59,22,19,24,83.86,89.52,22 [19 - 24],87.59% [83.86% - 89.52%],59,30,74,01-26-2021,projected
107,CO- PUEBLO,81.0,6,5,7,80.75,81.0,6 [5 - 7],81.0% [80.75% - 81.0%],8,6,8,01-26-2021,projected
109,CT- BRIDGEPORT,89.62,64,59,69,86.14,93.27,64 [59 - 69],89.62% [86.14% - 93.27%],163,104,225,01-26-2021,projected
110,CT- HARTFORD,98.0,258,242,278,92.16,104.75,258 [242 - 278],98.0% [92.16% - 104.75%],586,396,806,01-26-2021,projected
111,CT- NEW HAVEN,97.03,303,285,330,91.45,103.73,303 [285 - 330],97.03% [91.45% - 103.73%],656,441,914,01-26-2021,projected
112,DE- WILMINGTON,100.3,172,161,186,93.59,108.14,172 [161 - 186],100.3% [93.59% - 108.14%],378,253,524,01-26-2021,projected
113,DC- WASHINGTON,99.97,494,462,534,92.79,107.78,494 [462 - 534],99.97% [92.79% - 107.78%],1096,702,1525,01-26-2021,projected
115,FL- BRADENTON,179.58,400,371,481,140.37,281.97,400 [371 - 481],179.58% [140.37% - 281.97%],706,428,1432,01-26-2021,projected
116,FL- CLEARWATER,88.0,52,49,57,85.38,90.87,52 [49 - 57],88.0% [85.38% - 90.87%],131,88,178,01-26-2021,projected
118,FL- FORT LAUDERDALE,116.38,1709,1597,1987,102.62,146.88,1709 [1597 - 1987],116.38% [102.62% - 146.88%],3165,1968,5818,01-26-2021,projected
119,FL- FORT MYERS,119.78,833,778,987,104.7,156.24,833 [778 - 987],119.78% [104.7% - 156.24%],1522,945,2917,01-26-2021,projected
120,FL- GAINESVILLE,108.52,278,260,323,97.06,131.44,278 [260 - 323],108.52% [97.06% - 131.44%],525,314,947,01-26-2021,projected
