date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
04-24-2021,85.47,,,,,,,,979,,,actual
05-01-2021,84.87,,,,,,,,871,,,actual
05-08-2021,84.06,,,,,,,,727,,,actual
05-15-2021,83.44,374,357,387,83.12,83.73,374 [357 - 387],83.44% [83.12% - 83.73%],616,559,668,projected
05-22-2021,82.68,264,248,280,82.2,83.05,264 [248 - 280],82.68% [82.2% - 83.05%],480,394,546,projected
05-29-2021,81.91,210,195,225,81.37,82.47,210 [195 - 225],81.91% [81.37% - 82.47%],342,246,442,projected
06-05-2021,81.52,186,170,202,80.94,82.08,186 [170 - 202],81.52% [80.94% - 82.08%],272,168,373,projected
06-12-2021,81.3,148,132,168,80.61,81.98,148 [132 - 168],81.3% [80.61% - 81.98%],233,110,355,projected
06-19-2021,81.09,124,109,149,80.39,81.87,124 [109 - 149],81.09% [80.39% - 81.87%],195,70,334,projected
06-26-2021,80.96,112,99,138,80.21,81.88,112 [99 - 138],80.96% [80.21% - 81.88%],171,37,337,projected
