date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
12-19-2020,102.71,,,,,,,,4064,,,actual
12-26-2020,104.54,,,,,,,,4393,,,actual
01-02-2021,106.9,,,,,,,,4815,,,actual
01-09-2021,103.64,2727,2643,2796,101.86,105.65,2727 [2643 - 2796],103.64% [101.86% - 105.65%],4231,3912,4590,projected
01-16-2021,103.99,2696,2582,2838,99.87,108.54,2696 [2582 - 2838],103.99% [99.87% - 108.54%],4294,3557,5108,projected
01-23-2021,103.73,2526,2401,2679,98.37,109.82,2526 [2401 - 2679],103.73% [98.37% - 109.82%],4248,3288,5337,projected
01-30-2021,102.44,2419,2277,2614,95.68,110.72,2419 [2277 - 2614],102.44% [95.68% - 110.72%],4017,2806,5498,projected
02-06-2021,101.37,2272,2118,2508,93.52,111.86,2272 [2118 - 2508],101.37% [93.52% - 111.86%],3824,2420,5703,projected
02-13-2021,100.18,2149,1984,2404,91.38,113.18,2149 [1984 - 2404],100.18% [91.38% - 113.18%],3612,2036,5938,projected
02-20-2021,98.98,1984,1810,2258,89.35,113.83,1984 [1810 - 2258],98.98% [89.35% - 113.83%],3397,1674,6054,projected
