date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
03-20-2021,84.94,,,,,,,,885,,,actual
03-27-2021,84.87,,,,,,,,872,,,actual
04-03-2021,85.08,,,,,,,,910,,,actual
04-10-2021,82.4,970,918,1041,81.63,83.53,970 [918 - 1041],82.4% [81.63% - 83.53%],430,292,632,projected
04-17-2021,82.51,1050,984,1161,81.52,84.32,1050 [984 - 1161],82.51% [81.52% - 84.32%],450,272,774,projected
04-24-2021,82.65,1089,1014,1256,81.42,85.3,1089 [1014 - 1256],82.65% [81.42% - 85.3%],475,254,948,projected
05-01-2021,82.81,1156,1066,1371,81.38,86.31,1156 [1066 - 1371],82.81% [81.38% - 86.31%],503,247,1130,projected
05-08-2021,83.04,1253,1142,1529,81.25,87.5,1253 [1142 - 1529],83.04% [81.25% - 87.5%],544,224,1343,projected
05-15-2021,83.36,1360,1226,1721,81.19,89.17,1360 [1226 - 1721],83.36% [81.19% - 89.17%],601,213,1641,projected
05-22-2021,83.89,1557,1388,2035,81.18,91.46,1557 [1388 - 2035],83.89% [81.18% - 91.46%],697,211,2051,projected
