date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
06-14-2020,506,28,1133
06-15-2020,523,28,1162
06-16-2020,544,28,1189
06-17-2020,559,28,1211
06-18-2020,576,28,1241
06-19-2020,596,29,1261
06-20-2020,610,29,1285
06-21-2020,623,30,1305
06-22-2020,639,30,1325
06-23-2020,654,31,1347
06-24-2020,670,31,1362
06-25-2020,688,31,1378
06-26-2020,707,31,1391
06-27-2020,721,32,1402
06-28-2020,742,32,1413
06-29-2020,762,33,1422
06-30-2020,776,33,1424
07-01-2020,790,33,1432
07-02-2020,805,33,1429
07-03-2020,820,34,1426
07-04-2020,835,34,1424
07-05-2020,850,34,1419
07-06-2020,863,34,1415
07-07-2020,877,35,1412
07-08-2020,889,35,1403
07-09-2020,901,35,1402
07-10-2020,914,36,1398
07-11-2020,925,36,1391
07-12-2020,932,36,1382
07-13-2020,935,36,1368
07-14-2020,940,37,1356
07-15-2020,941,37,1348
07-16-2020,942,38,1338
07-17-2020,946,38,1324
07-18-2020,937,39,1318
07-19-2020,934,40,1312
07-20-2020,936,40,1303
07-21-2020,938,40,1293
07-22-2020,939,41,1282
07-23-2020,935,42,1278
07-24-2020,928,42,1272
07-25-2020,927,42,1268
07-26-2020,917,42,1254
07-27-2020,912,42,1245
07-28-2020,898,42,1237
07-29-2020,886,43,1225
07-30-2020,876,43,1219
07-31-2020,867,44,1211
08-01-2020,860,44,1205
08-02-2020,853,45,1193
08-03-2020,846,45,1187
08-04-2020,839,45,1175
08-05-2020,829,47,1166
08-06-2020,814,47,1158
08-07-2020,806,47,1152
08-08-2020,797,48,1140
