date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
12-26-2020,93.37,,,,,,,,506,,,actual
01-02-2021,93.58,,,,,,,,514,,,actual
01-09-2021,96.03,,,,,,,,607,,,actual
01-16-2021,100.58,688,671,707,98.52,102.77,688 [671 - 707],100.58% [98.52% - 102.77%],779,701,862,projected
01-23-2021,103.22,773,744,814,98.62,109.77,773 [744 - 814],103.22% [98.62% - 109.77%],879,705,1127,projected
01-30-2021,105.59,854,815,923,98.52,117.27,854 [815 - 923],105.59% [98.52% - 117.27%],969,701,1411,projected
02-06-2021,107.07,900,850,988,97.62,123.77,900 [850 - 988],107.07% [97.62% - 123.77%],1025,667,1657,projected
02-13-2021,107.21,877,826,982,97.25,125.09,877 [826 - 982],107.21% [97.25% - 125.09%],1030,653,1707,projected
02-20-2021,106.31,797,744,904,95.66,127.28,797 [744 - 904],106.31% [95.66% - 127.28%],996,593,1790,projected
02-27-2021,103.77,675,624,781,92.94,126.25,675 [624 - 781],103.77% [92.94% - 126.25%],900,490,1751,projected
