date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
01-02-2021,96.06,,,,,,,,309,,,actual
01-09-2021,97.46,,,,,,,,336,,,actual
01-16-2021,96.63,,,,,,,,320,,,actual
01-23-2021,95.49,256,251,260,95.23,95.85,256 [251 - 260],95.49% [95.23% - 95.85%],298,293,305,projected
01-30-2021,95.18,252,242,260,93.83,96.68,252 [242 - 260],95.18% [93.83% - 96.68%],292,266,321,projected
02-06-2021,94.97,242,231,254,91.43,97.78,242 [231 - 254],94.97% [91.43% - 97.78%],288,220,342,projected
02-13-2021,94.29,215,203,231,89.88,98.76,215 [203 - 231],94.29% [89.88% - 98.76%],275,190,361,projected
02-20-2021,92.73,195,181,212,87.8,99.13,195 [181 - 212],92.73% [87.8% - 99.13%],245,150,368,projected
02-27-2021,91.54,159,145,178,86.08,98.35,159 [145 - 178],91.54% [86.08% - 98.35%],222,117,353,projected
03-06-2021,89.3,131,118,149,84.21,96.63,131 [118 - 149],89.3% [84.21% - 96.63%],179,81,320,projected
