date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
03-13-2021,85.54,,,,,,,,991,,,actual
03-20-2021,84.94,,,,,,,,885,,,actual
03-27-2021,84.87,,,,,,,,872,,,actual
04-03-2021,81.35,830,808,863,81.1,81.66,830 [808 - 863],81.35% [81.1% - 81.66%],241,196,298,projected
04-10-2021,81.38,848,815,902,81.03,81.8,848 [815 - 902],81.38% [81.03% - 81.8%],247,184,323,projected
04-17-2021,81.33,819,776,907,80.98,81.98,819 [776 - 907],81.33% [80.98% - 81.98%],238,175,355,projected
04-24-2021,81.33,819,773,929,80.87,82.3,819 [773 - 929],81.33% [80.87% - 82.3%],238,156,411,projected
05-01-2021,81.29,792,739,924,80.77,82.52,792 [739 - 924],81.29% [80.77% - 82.52%],230,137,451,projected
05-08-2021,81.26,767,709,918,80.67,82.75,767 [709 - 918],81.26% [80.67% - 82.75%],226,120,492,projected
05-15-2021,81.18,712,653,883,80.56,82.88,712 [653 - 883],81.18% [80.56% - 82.88%],211,100,516,projected
