date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
04-24-2021,85.47,,,,,,,,979,,,actual
05-01-2021,84.87,,,,,,,,871,,,actual
05-08-2021,84.06,,,,,,,,727,,,actual
05-15-2021,82.58,386,367,403,82.36,82.85,386 [367 - 403],82.58% [82.36% - 82.85%],461,422,510,projected
05-22-2021,82.11,324,305,352,81.63,82.6,324 [305 - 352],82.11% [81.63% - 82.6%],378,292,466,projected
05-29-2021,81.78,314,295,368,81.11,83.18,314 [295 - 368],81.78% [81.11% - 83.18%],319,199,569,projected
06-05-2021,82.04,364,334,471,81.14,85.12,364 [334 - 471],82.04% [81.14% - 85.12%],365,204,917,projected
06-12-2021,82.65,478,429,684,81.2,89.03,478 [429 - 684],82.65% [81.2% - 89.03%],475,215,1617,projected
06-19-2021,83.94,706,624,966,81.35,92.73,706 [624 - 966],83.94% [81.35% - 92.73%],705,242,2278,projected
06-26-2021,85.74,1027,906,1424,81.67,98.75,1027 [906 - 1424],85.74% [81.67% - 98.75%],1027,299,3356,projected
