date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
02-20-2021,89.31,,,,,,,,1666,,,actual
02-27-2021,87.48,,,,,,,,1339,,,actual
03-06-2021,86.44,,,,,,,,1152,,,actual
03-13-2021,85.7,570,552,587,85.49,86.03,570 [552 - 587],85.7% [85.49% - 86.03%],1021,982,1080,projected
03-20-2021,84.67,441,425,467,84.11,85.27,441 [425 - 467],84.67% [84.11% - 85.27%],835,736,943,projected
03-27-2021,83.6,369,352,394,82.91,84.69,369 [352 - 394],83.6% [82.91% - 84.69%],645,520,840,projected
04-03-2021,82.94,301,278,332,82.14,84.18,301 [278 - 332],82.94% [82.14% - 84.18%],526,383,748,projected
04-10-2021,82.43,231,208,264,81.42,83.87,231 [208 - 264],82.43% [81.42% - 83.87%],435,255,692,projected
04-17-2021,81.88,162,144,196,80.87,83.5,162 [144 - 196],81.88% [80.87% - 83.5%],336,156,626,projected
04-24-2021,81.35,116,102,142,80.52,82.9,116 [102 - 142],81.35% [80.52% - 82.9%],242,93,519,projected
