date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
06-28-2020,3463,1074,10032
06-29-2020,3560,1097,10223
06-30-2020,3664,1124,10409
07-01-2020,3759,1152,10580
07-02-2020,3867,1176,10769
07-03-2020,3967,1198,10944
07-04-2020,4065,1228,11119
07-05-2020,4175,1247,11300
07-06-2020,4273,1280,11467
07-07-2020,4375,1303,11633
07-08-2020,4495,1342,11792
07-09-2020,4611,1361,11954
07-10-2020,4722,1394,12114
07-11-2020,4853,1429,12276
07-12-2020,4983,1463,12395
07-13-2020,5119,1502,12541
07-14-2020,5265,1541,12660
07-15-2020,5394,1583,12771
07-16-2020,5533,1626,12858
07-17-2020,5668,1664,12932
07-18-2020,5789,1699,12995
07-19-2020,5915,1737,13044
07-20-2020,6046,1774,13079
07-21-2020,6186,1823,13105
07-22-2020,6312,1864,13122
07-23-2020,6428,1906,13125
07-24-2020,6551,1952,13115
07-25-2020,6666,2008,13105
07-26-2020,6795,2056,13084
07-27-2020,6904,2099,13054
07-28-2020,7008,2150,13023
07-29-2020,7105,2195,12994
07-30-2020,7204,2240,12945
07-31-2020,7308,2291,12907
08-01-2020,7413,2340,12871
08-02-2020,7494,2390,12839
08-03-2020,7545,2433,12779
08-04-2020,7555,2485,12743
08-05-2020,7572,2542,12694
08-06-2020,7568,2586,12653
08-07-2020,7592,2645,12605
08-08-2020,7610,2697,12554
08-09-2020,7595,2749,12471
08-10-2020,7577,2803,12405
08-11-2020,7560,2856,12345
08-12-2020,7521,2902,12262
08-13-2020,7471,2961,12144
08-14-2020,7414,3010,12046
08-15-2020,7348,3058,11954
08-16-2020,7281,3099,11871
08-17-2020,7220,3126,11775
08-18-2020,7159,3140,11695
08-19-2020,7073,3152,11592
08-20-2020,6979,3167,11494
08-21-2020,6890,3169,11389
08-22-2020,6799,3167,11262
