HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,81,1116,1109,1116,01-22-2020
2,AL- DOTHAN,80,0,0,0,01-22-2020
5,AL- HUNTSVILLE,80,126,126,126,01-22-2020
6,AL- MOBILE,81,297,296,297,01-22-2020
7,AL- MONTGOMERY,81,105,104,105,01-22-2020
9,AL- TUSCALOOSA,81,118,118,118,01-22-2020
11,AZ- MESA,85,712,711,712,01-22-2020
12,AZ- PHOENIX,83,1643,1642,1643,01-22-2020
14,AZ- SUN CITY,82,118,118,118,01-22-2020
15,AZ- TUCSON,81,273,273,273,01-22-2020
16,AR- FORT SMITH,80,0,0,0,01-22-2020
18,AR- JONESBORO,80,0,0,0,01-22-2020
19,AR- LITTLE ROCK,80,374,373,374,01-22-2020
21,AR- SPRINGDALE,80,49,49,49,01-22-2020
22,AR- TEXARKANA,80,0,0,0,01-22-2020
23,CA- ORANGE CO.,83,1824,1823,1824,01-22-2020
25,CA- BAKERSFIELD,81,287,287,287,01-22-2020
31,CA- CHICO,80,36,36,36,01-22-2020
33,CA- CONTRA COSTA CO.,91,1623,1621,1623,01-22-2020
43,CA- FRESNO,82,314,314,314,01-22-2020
56,CA- LOS ANGELES,83,5415,5409,5415,01-22-2020
58,CA- MODESTO,85,701,701,701,01-22-2020
62,CA- NAPA,85,238,238,238,01-22-2020
65,CA- ALAMEDA CO.,90,2482,2480,2482,01-22-2020
69,CA- PALM SPR/RANCHO MIR.,82,159,159,159,01-22-2020
73,CA- REDDING,82,168,168,168,01-22-2020
77,CA- SACRAMENTO,86,2179,2178,2179,01-22-2020
78,CA- SALINAS,86,378,378,378,01-22-2020
79,CA- SAN BERNARDINO,83,1528,1526,1528,01-22-2020
80,CA- SAN DIEGO,84,2366,2363,2366,01-22-2020
81,CA- SAN FRANCISCO,86,2183,2181,2183,01-22-2020
82,CA- SAN JOSE,94,2957,2955,2957,01-22-2020
83,CA- SAN LUIS OBISPO,85,161,161,161,01-22-2020
85,CA- SAN MATEO CO.,87,1409,1408,1409,01-22-2020
86,CA- SANTA BARBARA,83,231,231,231,01-22-2020
87,CA- SANTA CRUZ,94,364,364,364,01-22-2020
89,CA- SANTA ROSA,84,574,574,574,01-22-2020
91,CA- STOCKTON,88,643,642,643,01-22-2020
96,CA- VENTURA,84,462,462,462,01-22-2020
101,CO- BOULDER,87,238,238,238,01-22-2020
102,CO- COLORADO SPRINGS,85,353,353,353,01-22-2020
103,CO- DENVER,86,2230,2230,2230,01-22-2020
104,CO- FORT COLLINS,84,189,189,189,01-22-2020
105,CO- GRAND JUNCTION,87,415,415,416,01-22-2020
106,CO- GREELEY,83,217,217,217,01-22-2020
107,CO- PUEBLO,80,35,35,35,01-22-2020
110,CT- HARTFORD,86,1314,1311,1314,01-22-2020
111,CT- NEW HAVEN,89,2572,2570,2572,01-22-2020
112,DE- WILMINGTON,83,490,490,490,01-22-2020
113,DC- WASHINGTON,280,76846,76846,76846,01-22-2020
115,FL- BRADENTON,83,161,161,161,01-22-2020
116,FL- CLEARWATER,81,217,217,217,01-22-2020
118,FL- FORT LAUDERDALE,83,1973,1971,1973,01-22-2020
119,FL- FORT MYERS,82,678,677,678,01-22-2020
120,FL- GAINESVILLE,81,182,182,182,01-22-2020
122,FL- HUDSON,82,192,192,192,01-22-2020
123,FL- JACKSONVILLE,81,536,535,536,01-22-2020
124,FL- LAKELAND,82,156,156,156,01-22-2020
127,FL- MIAMI,83,2456,2454,2456,01-22-2020
129,FL- OCALA,81,169,169,169,01-22-2020
130,FL- ORLANDO,82,1472,1471,1472,01-22-2020
131,FL- ORMOND BEACH,81,173,173,173,01-22-2020
133,FL- PANAMA CITY,80,36,36,36,01-22-2020
134,FL- PENSACOLA,81,257,257,257,01-22-2020
137,FL- SARASOTA,81,182,182,182,01-22-2020
139,FL- ST PETERSBURG,81,175,175,175,01-22-2020
140,FL- TALLAHASSEE,80,135,134,135,01-22-2020
141,FL- TAMPA,82,657,656,657,01-22-2020
142,GA- ALBANY,86,468,468,468,01-22-2020
144,GA- ATLANTA,87,6271,6267,6271,01-22-2020
145,GA- AUGUSTA,81,196,196,196,01-22-2020
146,GA- COLUMBUS,81,136,136,136,01-22-2020
147,GA- MACON,80,147,147,147,01-22-2020
148,GA- ROME,86,315,315,315,01-22-2020
149,GA- SAVANNAH,81,175,175,175,01-22-2020
154,IL- AURORA,87,266,266,266,01-22-2020
155,IL- BLUE ISLAND,83,679,679,679,01-22-2020
156,IL- CHICAGO,83,2275,2275,2275,01-22-2020
158,IL- ELGIN,88,665,665,665,01-22-2020
161,IL- EVANSTON,85,904,904,904,01-22-2020
163,IL- HINSDALE,85,420,420,420,01-22-2020
164,IL- JOLIET,86,589,589,589,01-22-2020
166,IL- MELROSE PARK,85,1190,1190,1190,01-22-2020
170,IL- PEORIA,80,119,119,119,01-22-2020
171,IL- ROCKFORD,83,312,312,313,01-22-2020
172,IL- SPRINGFIELD,80,42,42,42,01-22-2020
173,IL- URBANA,80,42,42,42,01-22-2020
175,IL- BLOOMINGTON,82,42,42,42,01-22-2020
179,IN- EVANSVILLE,80,0,0,0,01-22-2020
180,IN- FORT WAYNE,80,0,0,0,01-22-2020
181,IN- GARY,80,7,7,7,01-22-2020
183,IN- INDIANAPOLIS,80,28,28,28,01-22-2020
184,IN- LAFAYETTE,80,0,0,0,01-22-2020
185,IN- MUNCIE,80,0,0,0,01-22-2020
186,IN- MUNSTER,80,63,63,63,01-22-2020
