HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,82,1258,1247,1258,01-22-2020
2,AL- DOTHAN,80,0,0,0,01-22-2020
5,AL- HUNTSVILLE,81,154,154,154,01-22-2020
6,AL- MOBILE,81,380,379,380,01-22-2020
7,AL- MONTGOMERY,81,127,127,127,01-22-2020
9,AL- TUSCALOOSA,81,119,119,119,01-22-2020
11,AZ- MESA,85,749,749,749,01-22-2020
12,AZ- PHOENIX,83,1726,1724,1726,01-22-2020
14,AZ- SUN CITY,82,124,124,124,01-22-2020
15,AZ- TUCSON,81,285,285,285,01-22-2020
16,AR- FORT SMITH,80,0,0,0,01-22-2020
18,AR- JONESBORO,80,0,0,0,01-22-2020
19,AR- LITTLE ROCK,80,399,399,399,01-22-2020
21,AR- SPRINGDALE,80,49,49,49,01-22-2020
22,AR- TEXARKANA,80,0,0,0,01-22-2020
23,CA- ORANGE CO.,83,1899,1898,1899,01-22-2020
25,CA- BAKERSFIELD,81,319,319,319,01-22-2020
31,CA- CHICO,81,67,67,67,01-22-2020
33,CA- CONTRA COSTA CO.,91,1595,1592,1595,01-22-2020
43,CA- FRESNO,82,347,347,347,01-22-2020
56,CA- LOS ANGELES,83,5598,5591,5598,01-22-2020
58,CA- MODESTO,85,710,709,710,01-22-2020
62,CA- NAPA,85,238,238,238,01-22-2020
65,CA- ALAMEDA CO.,90,2430,2427,2430,01-22-2020
69,CA- PALM SPR/RANCHO MIR.,82,170,170,170,01-22-2020
73,CA- REDDING,82,168,168,168,01-22-2020
77,CA- SACRAMENTO,86,2243,2240,2243,01-22-2020
78,CA- SALINAS,87,383,382,384,01-22-2020
79,CA- SAN BERNARDINO,84,1624,1622,1624,01-22-2020
80,CA- SAN DIEGO,84,2429,2426,2429,01-22-2020
81,CA- SAN FRANCISCO,86,2134,2132,2134,01-22-2020
82,CA- SAN JOSE,93,2833,2830,2834,01-22-2020
83,CA- SAN LUIS OBISPO,85,161,161,161,01-22-2020
85,CA- SAN MATEO CO.,87,1357,1356,1357,01-22-2020
86,CA- SANTA BARBARA,83,231,231,231,01-22-2020
87,CA- SANTA CRUZ,94,364,364,364,01-22-2020
89,CA- SANTA ROSA,84,574,574,576,01-22-2020
91,CA- STOCKTON,88,651,651,651,01-22-2020
96,CA- VENTURA,84,472,471,472,01-22-2020
101,CO- BOULDER,87,238,238,238,01-22-2020
102,CO- COLORADO SPRINGS,85,383,383,383,01-22-2020
103,CO- DENVER,86,2234,2229,2234,01-22-2020
104,CO- FORT COLLINS,84,189,189,189,01-22-2020
105,CO- GRAND JUNCTION,87,402,402,402,01-22-2020
106,CO- GREELEY,83,217,217,217,01-22-2020
107,CO- PUEBLO,80,35,35,35,01-22-2020
110,CT- HARTFORD,86,1413,1411,1413,01-22-2020
111,CT- NEW HAVEN,89,2494,2494,2495,01-22-2020
112,DE- WILMINGTON,84,517,517,517,01-22-2020
113,DC- WASHINGTON,280,76846,76846,76846,01-22-2020
115,FL- BRADENTON,83,161,161,161,01-22-2020
116,FL- CLEARWATER,82,223,223,223,01-22-2020
118,FL- FORT LAUDERDALE,83,2029,2027,2030,01-22-2020
119,FL- FORT MYERS,82,680,680,680,01-22-2020
120,FL- GAINESVILLE,81,185,185,185,01-22-2020
122,FL- HUDSON,82,196,196,196,01-22-2020
123,FL- JACKSONVILLE,81,617,615,617,01-22-2020
124,FL- LAKELAND,82,174,174,174,01-22-2020
127,FL- MIAMI,83,2514,2512,2516,01-22-2020
129,FL- OCALA,82,202,202,202,01-22-2020
130,FL- ORLANDO,82,1546,1546,1546,01-22-2020
131,FL- ORMOND BEACH,81,175,175,175,01-22-2020
133,FL- PANAMA CITY,80,42,42,42,01-22-2020
134,FL- PENSACOLA,81,266,266,266,01-22-2020
137,FL- SARASOTA,81,183,183,183,01-22-2020
139,FL- ST PETERSBURG,81,181,181,181,01-22-2020
140,FL- TALLAHASSEE,81,210,208,210,01-22-2020
141,FL- TAMPA,82,683,683,683,01-22-2020
142,GA- ALBANY,85,427,427,427,01-22-2020
144,GA- ATLANTA,87,6396,6391,6396,01-22-2020
145,GA- AUGUSTA,81,196,196,196,01-22-2020
146,GA- COLUMBUS,81,168,168,168,01-22-2020
147,GA- MACON,80,147,147,147,01-22-2020
148,GA- ROME,86,315,315,315,01-22-2020
149,GA- SAVANNAH,81,175,175,175,01-22-2020
154,IL- AURORA,87,266,266,266,01-22-2020
155,IL- BLUE ISLAND,83,679,679,679,01-22-2020
156,IL- CHICAGO,83,2275,2275,2276,01-22-2020
158,IL- ELGIN,88,665,665,665,01-22-2020
161,IL- EVANSTON,85,909,909,910,01-22-2020
163,IL- HINSDALE,85,420,420,420,01-22-2020
164,IL- JOLIET,86,595,595,595,01-22-2020
166,IL- MELROSE PARK,85,1190,1190,1190,01-22-2020
170,IL- PEORIA,80,119,119,119,01-22-2020
171,IL- ROCKFORD,83,357,357,358,01-22-2020
172,IL- SPRINGFIELD,80,42,42,42,01-22-2020
173,IL- URBANA,80,42,42,42,01-22-2020
