date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
11-28-2020,94.47,,,,,,,,2590,,,actual
12-05-2020,96.5,,,,,,,,2953,,,actual
12-12-2020,89.83,,,,,,,,1760,,,actual
12-19-2020,91.49,2358,2319,2399,90.6,92.31,2358 [2319 - 2399],91.49% [90.6% - 92.31%],2056,1897,2203,projected
12-26-2020,94.57,2991,2876,3146,91.83,97.9,2991 [2876 - 3146],94.57% [91.83% - 97.9%],2608,2118,3204,projected
01-02-2021,100.14,4112,3888,4421,93.92,108.75,4112 [3888 - 4421],100.14% [93.92% - 108.75%],3605,2491,5145,projected
01-09-2021,107.47,5633,5278,6213,97.24,123.42,5633 [5278 - 6213],107.47% [97.24% - 123.42%],4917,3085,7771,projected
01-16-2021,114.34,7072,6581,8009,99.48,141.14,7072 [6581 - 8009],114.34% [99.48% - 141.14%],6146,3486,10943,projected
01-23-2021,119.64,8205,7591,9479,100.68,158.78,8205 [7591 - 9479],119.64% [100.68% - 158.78%],7094,3702,14100,projected
01-30-2021,123.04,8955,8228,10349,99.8,168.66,8955 [8228 - 10.35K],123.04% [99.8% - 168.66%],7703,3543,15869,projected
