date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
01-09-2021,95.15,,,,,,,,2711,,,actual
01-16-2021,95.76,,,,,,,,2820,,,actual
01-23-2021,100.81,,,,,,,,3724,,,actual
01-30-2021,82.08,2526,2473,2589,81.79,82.44,2526 [2473 - 2589],82.08% [81.79% - 82.44%],373,320,436,projected
02-06-2021,82.25,2703,2594,2836,81.64,82.98,2703 [2594 - 2836],82.25% [81.64% - 82.98%],402,294,534,projected
02-13-2021,82.46,2971,2813,3189,81.58,83.68,2971 [2813 - 3189],82.46% [81.58% - 83.68%],440,282,658,projected
02-20-2021,82.61,3191,2993,3523,81.5,84.46,3191 [2993 - 3523],82.61% [81.5% - 84.46%],467,269,799,projected
02-27-2021,82.7,3332,3094,3785,81.38,85.22,3332 [3094 - 3785],82.7% [81.38% - 85.22%],484,247,935,projected
03-06-2021,82.7,3377,3115,3929,81.32,85.4,3377 [3115 - 3929],82.7% [81.32% - 85.4%],484,236,966,projected
03-13-2021,82.65,3285,3008,3894,81.21,85.8,3285 [3008 - 3894],82.65% [81.21% - 85.8%],475,216,1038,projected
