date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
02-20-2021,89.31,,,,,,,,1666,,,actual
02-27-2021,87.48,,,,,,,,1339,,,actual
03-06-2021,86.44,,,,,,,,1152,,,actual
03-13-2021,82.69,570,552,587,82.56,82.85,570 [552 - 587],82.69% [82.56% - 82.85%],481,458,510,projected
03-20-2021,82.13,441,425,467,81.79,82.52,441 [425 - 467],82.13% [81.79% - 82.52%],382,320,451,projected
03-27-2021,81.63,369,352,394,81.29,82.23,369 [352 - 394],81.63% [81.29% - 82.23%],292,230,400,projected
04-03-2021,81.37,301,278,332,80.94,82.02,301 [278 - 332],81.37% [80.94% - 82.02%],245,168,362,projected
04-10-2021,81.12,231,208,264,80.59,81.88,231 [208 - 264],81.12% [80.59% - 81.88%],201,105,337,projected
04-17-2021,80.82,162,144,196,80.36,81.67,162 [144 - 196],80.82% [80.36% - 81.67%],146,64,299,projected
04-24-2021,80.61,116,102,142,80.22,81.3,116 [102 - 142],80.61% [80.22% - 81.3%],109,40,232,projected
