date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,86,72,68,75
04-14-2020,81,20,19,21
04-15-2020,81,12,11,12
04-16-2020,87,84,79,88
04-17-2020,81,16,15,16
04-18-2020,84,54,51,56
04-19-2020,97,200,190,210
04-20-2020,95,176,167,184
04-21-2020,100,240,228,252
04-22-2020,97,208,197,218
04-23-2020,104,280,266,294
04-24-2020,100,240,228,252
04-25-2020,104,288,273,302
04-26-2020,91,136,129,142
04-13-2020,81,16,15,16
04-14-2020,82,24,22,25
04-15-2020,83,40,38,42
04-16-2020,81,20,19,21
04-17-2020,89,108,102,113
04-18-2020,86,70,66,73
04-19-2020,88,96,91,100
04-20-2020,83,36,34,37
04-21-2020,93,160,152,168
04-22-2020,89,110,104,115
04-23-2020,88,96,91,100
04-24-2020,86,78,74,81
04-25-2020,104,280,266,294
04-26-2020,105,300,285,315
