date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,8,7,8
04-14-2020,85,60,57,63
04-15-2020,84,48,45,50
04-16-2020,91,140,133,147
04-17-2020,86,80,76,84
04-18-2020,86,72,68,75
04-19-2020,81,20,19,21
04-20-2020,98,220,209,231
04-21-2020,82,24,22,25
04-22-2020,91,130,123,136
04-23-2020,96,196,186,205
04-24-2020,92,150,142,157
04-25-2020,101,256,243,268
04-26-2020,82,34,32,35
04-13-2020,81,20,19,21
04-14-2020,82,24,22,25
04-15-2020,84,48,45,50
04-16-2020,85,70,66,73
04-17-2020,82,24,22,25
04-18-2020,83,42,39,44
04-19-2020,88,96,91,100
04-20-2020,95,180,171,189
04-21-2020,93,160,152,168
04-22-2020,81,22,20,23
04-23-2020,96,192,182,201
04-24-2020,95,182,172,191
04-25-2020,89,112,106,117
04-26-2020,100,240,228,252
