date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,84,40,38,42
04-14-2020,90,100,95,105
04-15-2020,92,120,114,126
04-16-2020,84,42,39,44
04-17-2020,91,112,106,117
04-18-2020,81,18,17,18
04-19-2020,97,160,152,168
04-20-2020,89,88,83,92
04-21-2020,105,240,228,252
04-22-2020,99,182,172,191
04-23-2020,82,28,26,29
04-24-2020,86,60,57,63
04-25-2020,86,64,60,67
04-26-2020,87,68,64,71
04-13-2020,81,16,15,16
04-14-2020,85,48,45,50
04-15-2020,82,24,22,25
04-16-2020,87,70,66,73
04-17-2020,88,84,79,88
04-18-2020,90,98,93,102
04-19-2020,83,32,30,33
04-20-2020,95,144,136,151
04-21-2020,92,120,114,126
04-22-2020,87,66,62,69
04-23-2020,87,72,68,75
04-24-2020,85,52,49,54
04-25-2020,85,56,53,58
04-26-2020,89,90,85,94
