date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,64,60,67
04-14-2020,81,70,66,73
04-15-2020,80,48,45,50
04-16-2020,81,70,66,73
04-17-2020,81,128,121,134
04-18-2020,82,144,136,151
04-19-2020,81,120,114,126
04-20-2020,80,22,20,23
04-21-2020,81,96,91,100
04-22-2020,80,26,24,27
04-23-2020,80,56,53,58
04-24-2020,83,240,228,252
04-25-2020,82,160,152,168
04-26-2020,84,306,290,321
04-13-2020,80,20,19,21
04-14-2020,80,12,11,12
04-15-2020,80,64,60,67
04-16-2020,80,20,19,21
04-17-2020,80,48,45,50
04-18-2020,81,126,119,132
04-19-2020,80,16,15,16
04-20-2020,81,90,85,94
04-21-2020,82,160,152,168
04-22-2020,80,22,20,23
04-23-2020,81,120,114,126
04-24-2020,81,130,123,136
04-25-2020,82,140,133,147
04-26-2020,82,150,142,157
