date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,83,80,76,84
04-14-2020,84,90,85,94
04-15-2020,83,84,79,88
04-16-2020,83,84,79,88
04-17-2020,85,128,121,134
04-18-2020,83,72,68,75
04-19-2020,88,200,190,210
04-20-2020,85,132,125,138
04-21-2020,81,24,22,25
04-22-2020,88,182,172,191
04-23-2020,88,196,186,205
04-24-2020,90,240,228,252
04-25-2020,81,32,30,33
04-26-2020,90,238,226,249
04-13-2020,80,16,15,16
04-14-2020,80,6,5,6
04-15-2020,82,48,45,50
04-16-2020,84,90,85,94
04-17-2020,84,108,102,113
04-18-2020,81,42,39,44
04-19-2020,80,16,15,16
04-20-2020,80,18,17,18
04-21-2020,83,80,76,84
04-22-2020,86,154,146,161
04-23-2020,90,240,228,252
04-24-2020,83,78,74,81
04-25-2020,89,224,212,235
04-26-2020,82,60,57,63
