date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,89,64,60,67
04-14-2020,85,40,38,42
04-15-2020,83,24,22,25
04-16-2020,98,126,119,132
04-17-2020,98,128,121,134
04-18-2020,82,18,17,18
04-19-2020,91,80,76,84
04-20-2020,105,176,167,184
04-21-2020,107,192,182,201
04-22-2020,106,182,172,191
04-23-2020,92,84,79,88
04-24-2020,88,60,57,63
04-25-2020,112,224,212,235
04-26-2020,84,34,32,35
04-13-2020,84,32,30,33
04-14-2020,84,30,28,31
04-15-2020,81,8,7,8
04-16-2020,91,80,76,84
04-17-2020,90,72,68,75
04-18-2020,100,140,133,147
04-19-2020,100,144,136,151
04-20-2020,106,180,171,189
04-21-2020,91,80,76,84
04-22-2020,83,22,20,23
04-23-2020,93,96,91,100
04-24-2020,95,104,98,109
04-25-2020,104,168,159,176
04-26-2020,123,300,285,315
