date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,24,22,25
04-14-2020,80,30,28,31
04-15-2020,81,48,45,50
04-16-2020,82,84,79,88
04-17-2020,82,96,91,100
04-18-2020,81,54,51,56
04-19-2020,86,200,190,210
04-20-2020,82,66,62,69
04-21-2020,86,216,205,226
04-22-2020,83,104,98,109
04-23-2020,83,112,106,117
04-24-2020,83,120,114,126
04-25-2020,85,192,182,201
04-26-2020,89,306,290,321
04-13-2020,80,20,19,21
04-14-2020,81,60,57,63
04-15-2020,80,8,7,8
04-16-2020,80,10,9,10
04-17-2020,83,108,102,113
04-18-2020,82,70,66,73
04-19-2020,82,80,76,84
04-20-2020,85,180,171,189
04-21-2020,86,200,190,210
04-22-2020,86,198,188,207
04-23-2020,82,72,68,75
04-24-2020,83,130,123,136
04-25-2020,85,196,186,205
04-26-2020,88,270,256,283
