date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,90,64,60,67
04-14-2020,87,50,47,52
04-15-2020,85,36,34,37
04-16-2020,86,42,39,44
04-17-2020,92,80,76,84
04-18-2020,99,126,119,132
04-19-2020,101,140,133,147
04-20-2020,90,66,62,69
04-21-2020,98,120,114,126
04-22-2020,120,260,247,273
04-23-2020,88,56,53,58
04-24-2020,122,270,256,283
04-25-2020,95,96,91,100
04-26-2020,111,204,193,214
04-13-2020,81,8,7,8
04-14-2020,86,42,39,44
04-15-2020,92,80,76,84
04-16-2020,89,60,57,63
04-17-2020,93,84,79,88
04-18-2020,84,28,26,29
04-19-2020,97,112,106,117
04-20-2020,85,36,34,37
04-21-2020,108,180,171,189
04-22-2020,86,44,41,46
04-23-2020,83,24,22,25
04-24-2020,92,78,74,81
04-25-2020,115,224,212,235
04-26-2020,117,240,228,252
