date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,94,72,68,75
04-14-2020,96,80,76,84
04-15-2020,87,36,34,37
04-16-2020,102,112,106,117
04-17-2020,89,48,45,50
04-18-2020,113,162,153,170
04-19-2020,88,40,38,42
04-20-2020,116,176,167,184
04-21-2020,129,240,228,252
04-22-2020,117,182,172,191
04-23-2020,108,140,133,147
04-24-2020,123,210,199,220
04-25-2020,99,96,91,100
04-26-2020,93,68,64,71
04-13-2020,87,36,34,37
04-14-2020,84,24,22,25
04-15-2020,81,8,7,8
04-16-2020,100,100,95,105
04-17-2020,99,96,91,100
04-18-2020,85,28,26,29
04-19-2020,112,160,152,168
04-20-2020,94,72,68,75
04-21-2020,96,80,76,84
04-22-2020,98,88,83,92
04-23-2020,119,192,182,201
04-24-2020,95,78,74,81
04-25-2020,97,84,79,88
04-26-2020,123,210,199,220
