date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,85,72,68,75
04-14-2020,81,20,19,21
04-15-2020,88,108,102,113
04-16-2020,87,98,93,102
04-17-2020,81,16,15,16
04-18-2020,86,90,85,94
04-19-2020,84,60,57,63
04-20-2020,81,22,20,23
04-21-2020,88,120,114,126
04-22-2020,83,52,49,54
04-23-2020,96,224,212,235
04-24-2020,91,150,142,157
04-25-2020,96,224,212,235
04-26-2020,90,136,129,142
04-13-2020,82,36,34,37
04-14-2020,82,30,28,31
04-15-2020,82,32,30,33
04-16-2020,83,50,47,52
04-17-2020,80,12,11,12
04-18-2020,83,42,39,44
04-19-2020,85,80,76,84
04-20-2020,92,162,153,170
04-21-2020,81,20,19,21
04-22-2020,94,198,188,207
04-23-2020,85,72,68,75
04-24-2020,91,156,148,163
04-25-2020,86,84,79,88
04-26-2020,86,90,85,94
