date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,84,40,38,42
04-14-2020,82,20,19,21
04-15-2020,88,84,79,88
04-16-2020,88,84,79,88
04-17-2020,94,144,136,151
04-18-2020,96,162,153,170
04-19-2020,94,140,133,147
04-20-2020,102,220,209,231
04-21-2020,82,24,22,25
04-22-2020,90,104,98,109
04-23-2020,108,280,266,294
04-24-2020,101,210,199,220
04-25-2020,83,32,30,33
04-26-2020,93,136,129,142
04-13-2020,83,32,30,33
04-14-2020,85,54,51,56
04-15-2020,81,16,15,16
04-16-2020,89,90,85,94
04-17-2020,82,24,22,25
04-18-2020,87,70,66,73
04-19-2020,89,96,91,100
04-20-2020,87,72,68,75
04-21-2020,90,100,95,105
04-22-2020,93,132,125,138
04-23-2020,82,24,22,25
04-24-2020,90,104,98,109
04-25-2020,108,280,266,294
04-26-2020,107,270,256,283
