date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,24,22,25
04-14-2020,80,10,9,10
04-15-2020,82,72,68,75
04-16-2020,85,140,133,147
04-17-2020,84,112,106,117
04-18-2020,82,72,68,75
04-19-2020,86,180,171,189
04-20-2020,83,88,83,92
04-21-2020,87,216,205,226
04-22-2020,87,208,197,218
04-23-2020,82,56,53,58
04-24-2020,86,180,171,189
04-25-2020,85,160,152,168
04-26-2020,92,340,323,357
04-13-2020,81,40,38,42
04-14-2020,81,30,28,31
04-15-2020,82,80,76,84
04-16-2020,83,90,85,94
04-17-2020,83,84,79,88
04-18-2020,81,42,39,44
04-19-2020,81,32,30,33
04-20-2020,85,162,153,170
04-21-2020,82,80,76,84
04-22-2020,80,22,20,23
04-23-2020,84,120,114,126
04-24-2020,87,208,197,218
04-25-2020,89,252,239,264
04-26-2020,86,180,171,189
