date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,8,7,8
04-14-2020,80,20,19,21
04-15-2020,83,84,79,88
04-16-2020,85,126,119,132
04-17-2020,80,16,15,16
04-18-2020,86,162,153,170
04-19-2020,84,100,95,105
04-20-2020,88,220,209,231
04-21-2020,84,120,114,126
04-22-2020,83,78,74,81
04-23-2020,84,112,106,117
04-24-2020,87,180,171,189
04-25-2020,82,64,60,67
04-26-2020,85,136,129,142
04-13-2020,81,40,38,42
04-14-2020,80,18,17,18
04-15-2020,81,48,45,50
04-16-2020,80,20,19,21
04-17-2020,84,108,102,113
04-18-2020,83,84,79,88
04-19-2020,86,160,152,168
04-20-2020,80,18,17,18
04-21-2020,87,180,171,189
04-22-2020,87,176,167,184
04-23-2020,88,216,205,226
04-24-2020,85,130,123,136
04-25-2020,83,84,79,88
04-26-2020,81,30,28,31
