date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,87,56,53,58
04-14-2020,92,90,85,94
04-15-2020,93,96,91,100
04-16-2020,93,98,93,102
04-17-2020,89,64,60,67
04-18-2020,85,36,34,37
04-19-2020,88,60,57,63
04-20-2020,105,176,167,184
04-21-2020,83,24,22,25
04-22-2020,87,52,49,54
04-23-2020,119,280,266,294
04-24-2020,84,30,28,31
04-25-2020,93,96,91,100
04-26-2020,89,68,64,71
04-13-2020,82,16,15,16
04-14-2020,80,6,5,6
04-15-2020,91,80,76,84
04-16-2020,91,80,76,84
04-17-2020,93,96,91,100
04-18-2020,99,140,133,147
04-19-2020,93,96,91,100
04-20-2020,103,162,153,170
04-21-2020,94,100,95,105
04-22-2020,83,22,20,23
04-23-2020,100,144,136,151
04-24-2020,109,208,197,218
04-25-2020,115,252,239,264
04-26-2020,114,240,228,252
