date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,83,48,45,50
04-14-2020,80,10,9,10
04-15-2020,84,60,57,63
04-16-2020,89,126,119,132
04-17-2020,89,128,121,134
04-18-2020,81,18,17,18
04-19-2020,83,40,38,42
04-20-2020,94,198,188,207
04-21-2020,90,144,136,151
04-22-2020,97,234,222,245
04-23-2020,90,140,133,147
04-24-2020,82,30,28,31
04-25-2020,89,128,121,134
04-26-2020,87,102,96,107
04-13-2020,80,12,11,12
04-14-2020,80,12,11,12
04-15-2020,84,56,53,58
04-16-2020,87,100,95,105
04-17-2020,84,60,57,63
04-18-2020,89,126,119,132
04-19-2020,81,16,15,16
04-20-2020,93,180,171,189
04-21-2020,90,140,133,147
04-22-2020,89,132,125,138
04-23-2020,92,168,159,176
04-24-2020,87,104,98,109
04-25-2020,82,28,26,29
04-26-2020,84,60,57,63
