date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,8,7,8
04-14-2020,80,20,19,21
04-15-2020,82,72,68,75
04-16-2020,82,70,66,73
04-17-2020,81,48,45,50
04-18-2020,81,54,51,56
04-19-2020,82,80,76,84
04-20-2020,81,44,41,46
04-21-2020,88,240,228,252
04-22-2020,88,260,247,273
04-23-2020,89,280,266,294
04-24-2020,83,90,85,94
04-25-2020,84,128,121,134
04-26-2020,83,102,96,107
04-13-2020,80,24,22,25
04-14-2020,80,18,17,18
04-15-2020,81,32,30,33
04-16-2020,80,10,9,10
04-17-2020,80,24,22,25
04-18-2020,82,84,79,88
04-19-2020,83,112,106,117
04-20-2020,83,108,102,113
04-21-2020,86,200,190,210
04-22-2020,85,154,146,161
04-23-2020,84,144,136,151
04-24-2020,83,104,98,109
04-25-2020,89,280,266,294
04-26-2020,83,90,85,94
