date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,83,80,76,84
04-14-2020,80,10,9,10
04-15-2020,82,60,57,63
04-16-2020,83,84,79,88
04-17-2020,83,80,76,84
04-18-2020,84,108,102,113
04-19-2020,85,140,133,147
04-20-2020,86,176,167,184
04-21-2020,83,96,91,100
04-22-2020,89,234,222,245
04-23-2020,88,224,212,235
04-24-2020,81,30,28,31
04-25-2020,92,320,304,336
04-26-2020,81,34,32,35
04-13-2020,80,20,19,21
04-14-2020,80,6,5,6
04-15-2020,80,24,22,25
04-16-2020,81,30,28,31
04-17-2020,84,120,114,126
04-18-2020,82,70,66,73
04-19-2020,83,80,76,84
04-20-2020,83,90,85,94
04-21-2020,83,80,76,84
04-22-2020,88,220,209,231
04-23-2020,80,24,22,25
04-24-2020,88,208,197,218
04-25-2020,86,168,159,176
04-26-2020,91,300,285,315
