date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,82,80,76,84
04-14-2020,82,80,76,84
04-15-2020,81,48,45,50
04-16-2020,84,140,133,147
04-17-2020,81,48,45,50
04-18-2020,85,180,171,189
04-19-2020,81,40,38,42
04-20-2020,82,66,62,69
04-21-2020,81,48,45,50
04-22-2020,84,130,123,136
04-23-2020,87,224,212,235
04-24-2020,86,210,199,220
04-25-2020,86,192,182,201
04-26-2020,82,68,64,71
04-13-2020,80,8,7,8
04-14-2020,80,6,5,6
04-15-2020,82,64,60,67
04-16-2020,82,90,85,94
04-17-2020,83,108,102,113
04-18-2020,81,42,39,44
04-19-2020,83,112,106,117
04-20-2020,82,90,85,94
04-21-2020,82,80,76,84
04-22-2020,87,220,209,231
04-23-2020,87,216,205,226
04-24-2020,88,260,247,273
04-25-2020,88,252,239,264
04-26-2020,86,210,199,220
