date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,83,64,60,67
04-14-2020,81,30,28,31
04-15-2020,80,12,11,12
04-16-2020,82,42,39,44
04-17-2020,83,64,60,67
04-18-2020,80,18,17,18
04-19-2020,81,20,19,21
04-20-2020,91,220,209,231
04-21-2020,83,72,68,75
04-22-2020,90,208,197,218
04-23-2020,87,140,133,147
04-24-2020,86,120,114,126
04-25-2020,88,160,152,168
04-26-2020,83,68,64,71
04-13-2020,81,32,30,33
04-14-2020,80,12,11,12
04-15-2020,81,24,22,25
04-16-2020,83,60,57,63
04-17-2020,82,48,45,50
04-18-2020,87,140,133,147
04-19-2020,82,48,45,50
04-20-2020,82,54,51,56
04-21-2020,81,20,19,21
04-22-2020,85,110,104,115
04-23-2020,83,72,68,75
04-24-2020,87,156,148,163
04-25-2020,94,280,266,294
04-26-2020,83,60,57,63
