date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,85,40,38,42
04-14-2020,91,80,76,84
04-15-2020,91,84,79,88
04-16-2020,97,126,119,132
04-17-2020,84,32,30,33
04-18-2020,100,144,136,151
04-19-2020,99,140,133,147
04-20-2020,104,176,167,184
04-21-2020,93,96,91,100
04-22-2020,112,234,222,245
04-23-2020,103,168,159,176
04-24-2020,96,120,114,126
04-25-2020,115,256,243,268
04-26-2020,103,170,161,178
04-13-2020,85,36,34,37
04-14-2020,84,30,28,31
04-15-2020,87,56,53,58
04-16-2020,92,90,85,94
04-17-2020,90,72,68,75
04-18-2020,81,14,13,14
04-19-2020,84,32,30,33
04-20-2020,82,18,17,18
04-21-2020,88,60,57,63
04-22-2020,92,88,83,92
04-23-2020,83,24,22,25
04-24-2020,116,260,247,273
04-25-2020,107,196,186,205
04-26-2020,96,120,114,126
