date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,82,16,15,16
04-14-2020,90,60,57,63
04-15-2020,82,12,11,12
04-16-2020,101,126,119,132
04-17-2020,106,160,152,168
04-18-2020,95,90,85,94
04-19-2020,96,100,95,105
04-20-2020,83,22,20,23
04-21-2020,92,72,68,75
04-22-2020,84,26,24,27
04-23-2020,126,280,266,294
04-24-2020,100,120,114,126
04-25-2020,133,320,304,336
04-26-2020,91,68,64,71
04-13-2020,82,12,11,12
04-14-2020,84,24,22,25
04-15-2020,90,64,60,67
04-16-2020,86,40,38,42
04-17-2020,90,60,57,63
04-18-2020,84,28,26,29
04-19-2020,93,80,76,84
04-20-2020,107,162,153,170
04-21-2020,106,160,152,168
04-22-2020,98,110,104,115
04-23-2020,104,144,136,151
04-24-2020,114,208,197,218
04-25-2020,112,196,186,205
04-26-2020,100,120,114,126
