date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,82,80,76,84
04-14-2020,82,100,95,105
04-15-2020,82,96,91,100
04-16-2020,81,42,39,44
04-17-2020,82,112,106,117
04-18-2020,82,108,102,113
04-19-2020,80,20,19,21
04-20-2020,85,220,209,231
04-21-2020,81,72,68,75
04-22-2020,86,234,222,245
04-23-2020,86,252,239,264
04-24-2020,84,180,171,189
04-25-2020,80,32,30,33
04-26-2020,87,272,258,285
04-13-2020,80,28,26,29
04-14-2020,81,54,51,56
04-15-2020,80,16,15,16
04-16-2020,82,80,76,84
04-17-2020,82,108,102,113
04-18-2020,82,84,79,88
04-19-2020,83,144,136,151
04-20-2020,83,144,136,151
04-21-2020,80,20,19,21
04-22-2020,82,88,83,92
04-23-2020,80,24,22,25
04-24-2020,82,104,98,109
04-25-2020,85,196,186,205
04-26-2020,85,210,199,220
