date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,85,80,76,84
04-14-2020,82,40,38,42
04-15-2020,85,84,79,88
04-16-2020,88,126,119,132
04-17-2020,90,160,152,168
04-18-2020,86,90,85,94
04-19-2020,92,180,171,189
04-20-2020,87,110,104,115
04-21-2020,94,216,205,226
04-22-2020,94,208,197,218
04-23-2020,93,196,186,205
04-24-2020,92,180,171,189
04-25-2020,95,224,212,235
04-26-2020,103,340,323,357
04-13-2020,82,36,34,37
04-14-2020,80,6,5,6
04-15-2020,84,64,60,67
04-16-2020,85,80,76,84
04-17-2020,82,36,34,37
04-18-2020,81,28,26,29
04-19-2020,83,48,45,50
04-20-2020,81,18,17,18
04-21-2020,93,200,190,210
04-22-2020,87,110,104,115
04-23-2020,83,48,45,50
04-24-2020,90,156,148,163
04-25-2020,81,28,26,29
04-26-2020,90,150,142,157
