date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,81,56,53,58
04-14-2020,80,10,9,10
04-15-2020,83,120,114,126
04-16-2020,81,70,66,73
04-17-2020,84,160,152,168
04-18-2020,83,108,102,113
04-19-2020,83,120,114,126
04-20-2020,85,198,188,207
04-21-2020,86,216,205,226
04-22-2020,85,208,197,218
04-23-2020,85,196,186,205
04-24-2020,83,120,114,126
04-25-2020,88,320,304,336
04-26-2020,80,34,32,35
04-13-2020,80,32,30,33
04-14-2020,81,42,39,44
04-15-2020,81,48,45,50
04-16-2020,80,10,9,10
04-17-2020,81,60,57,63
04-18-2020,80,14,13,14
04-19-2020,82,80,76,84
04-20-2020,81,36,34,37
04-21-2020,82,100,95,105
04-22-2020,81,66,62,69
04-23-2020,82,72,68,75
04-24-2020,82,104,98,109
04-25-2020,87,252,239,264
04-26-2020,86,240,228,252
