date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,82,56,53,58
04-14-2020,84,100,95,105
04-15-2020,85,108,102,113
04-16-2020,86,126,119,132
04-17-2020,87,160,152,168
04-18-2020,88,180,171,189
04-19-2020,81,40,38,42
04-20-2020,82,44,41,46
04-21-2020,90,216,205,226
04-22-2020,88,182,172,191
04-23-2020,84,84,79,88
04-24-2020,88,180,171,189
04-25-2020,89,192,182,201
04-26-2020,89,204,193,214
04-13-2020,81,36,34,37
04-14-2020,81,30,28,31
04-15-2020,81,24,22,25
04-16-2020,82,60,57,63
04-17-2020,83,72,68,75
04-18-2020,82,56,53,58
04-19-2020,86,128,121,134
04-20-2020,87,162,153,170
04-21-2020,81,40,38,42
04-22-2020,84,88,83,92
04-23-2020,91,240,228,252
04-24-2020,82,52,49,54
04-25-2020,86,140,133,147
04-26-2020,94,300,285,315
