date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,83,64,60,67
04-14-2020,83,70,66,73
04-15-2020,85,120,114,126
04-16-2020,83,70,66,73
04-17-2020,87,160,152,168
04-18-2020,83,72,68,75
04-19-2020,80,20,19,21
04-20-2020,90,220,209,231
04-21-2020,83,72,68,75
04-22-2020,88,182,172,191
04-23-2020,81,28,26,29
04-24-2020,84,90,85,94
04-25-2020,95,320,304,336
04-26-2020,86,136,129,142
04-13-2020,80,4,3,4
04-14-2020,80,18,17,18
04-15-2020,83,64,60,67
04-16-2020,81,30,28,31
04-17-2020,80,12,11,12
04-18-2020,84,98,93,102
04-19-2020,84,96,91,100
04-20-2020,83,72,68,75
04-21-2020,84,100,95,105
04-22-2020,89,198,188,207
04-23-2020,90,216,205,226
04-24-2020,82,52,49,54
04-25-2020,87,168,159,176
04-26-2020,87,150,142,157
