date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,84,72,68,75
04-14-2020,81,30,28,31
04-15-2020,83,48,45,50
04-16-2020,87,112,106,117
04-17-2020,88,128,121,134
04-18-2020,83,54,51,56
04-19-2020,87,120,114,126
04-20-2020,84,66,62,69
04-21-2020,92,192,182,201
04-22-2020,94,234,222,245
04-23-2020,97,280,266,294
04-24-2020,98,300,285,315
04-25-2020,96,256,243,268
04-26-2020,84,68,64,71
04-13-2020,80,12,11,12
04-14-2020,83,54,51,56
04-15-2020,81,16,15,16
04-16-2020,83,50,47,52
04-17-2020,80,12,11,12
04-18-2020,85,84,79,88
04-19-2020,89,144,136,151
04-20-2020,90,162,153,170
04-21-2020,83,60,57,63
04-22-2020,88,132,125,138
04-23-2020,87,120,114,126
04-24-2020,86,104,98,109
04-25-2020,94,224,212,235
04-26-2020,93,210,199,220
