date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,82,80,76,84
04-14-2020,82,70,66,73
04-15-2020,81,60,57,63
04-16-2020,82,70,66,73
04-17-2020,84,128,121,134
04-18-2020,85,162,153,170
04-19-2020,81,40,38,42
04-20-2020,83,110,104,115
04-21-2020,87,240,228,252
04-22-2020,87,234,222,245
04-23-2020,84,140,133,147
04-24-2020,82,90,85,94
04-25-2020,86,192,182,201
04-26-2020,81,34,32,35
04-13-2020,80,4,3,4
04-14-2020,81,54,51,56
04-15-2020,81,48,45,50
04-16-2020,80,20,19,21
04-17-2020,80,24,22,25
04-18-2020,81,42,39,44
04-19-2020,80,16,15,16
04-20-2020,82,90,85,94
04-21-2020,85,160,152,168
04-22-2020,84,132,125,138
04-23-2020,81,48,45,50
04-24-2020,81,52,49,54
04-25-2020,88,252,239,264
04-26-2020,82,90,85,94
