date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,85,48,45,50
04-14-2020,90,100,95,105
04-15-2020,83,36,34,37
04-16-2020,95,140,133,147
04-17-2020,95,144,136,151
04-18-2020,81,18,17,18
04-19-2020,99,180,171,189
04-20-2020,101,198,188,207
04-21-2020,98,168,159,176
04-22-2020,108,260,247,273
04-23-2020,92,112,106,117
04-24-2020,89,90,85,94
04-25-2020,97,160,152,168
04-26-2020,98,170,161,178
04-13-2020,81,12,11,12
04-14-2020,80,6,5,6
04-15-2020,86,64,60,67
04-16-2020,86,60,57,63
04-17-2020,92,120,114,126
04-18-2020,81,14,13,14
04-19-2020,93,128,121,134
04-20-2020,83,36,34,37
04-21-2020,97,160,152,168
04-22-2020,84,44,41,46
04-23-2020,90,96,91,100
04-24-2020,102,208,197,218
04-25-2020,83,28,26,29
04-26-2020,109,270,256,283
