date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,99,80,76,84
04-14-2020,97,70,66,73
04-15-2020,82,12,11,12
04-16-2020,107,112,106,117
04-17-2020,99,80,76,84
04-18-2020,93,54,51,56
04-19-2020,89,40,38,42
04-20-2020,107,110,104,115
04-21-2020,91,48,45,50
04-22-2020,131,208,197,218
04-23-2020,128,196,186,205
04-24-2020,117,150,142,157
04-25-2020,135,224,212,235
04-26-2020,88,34,32,35
04-13-2020,89,40,38,42
04-14-2020,82,12,11,12
04-15-2020,87,32,30,33
04-16-2020,84,20,19,21
04-17-2020,88,36,34,37
04-18-2020,100,84,79,88
04-19-2020,91,48,45,50
04-20-2020,93,54,51,56
04-21-2020,84,20,19,21
04-22-2020,96,66,62,69
04-23-2020,115,144,136,151
04-24-2020,105,104,98,109
04-25-2020,100,84,79,88
04-26-2020,94,60,57,63
