date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,87,32,30,33
04-14-2020,103,100,95,105
04-15-2020,108,120,114,126
04-16-2020,90,42,39,44
04-17-2020,95,64,60,67
04-18-2020,110,126,119,132
04-19-2020,103,100,95,105
04-20-2020,101,88,83,92
04-21-2020,91,48,45,50
04-22-2020,98,78,74,81
04-23-2020,106,112,106,117
04-24-2020,130,210,199,220
04-25-2020,148,288,273,302
04-26-2020,136,238,226,249
04-13-2020,82,12,11,12
04-14-2020,85,24,22,25
04-15-2020,95,64,60,67
04-16-2020,89,40,38,42
04-17-2020,102,96,91,100
04-18-2020,110,126,119,132
04-19-2020,118,160,152,168
04-20-2020,101,90,85,94
04-21-2020,89,40,38,42
04-22-2020,122,176,167,184
04-23-2020,102,96,91,100
04-24-2020,142,260,247,273
04-25-2020,113,140,133,147
04-26-2020,101,90,85,94
