date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,16,15,16
04-14-2020,80,30,28,31
04-15-2020,81,84,79,88
04-16-2020,81,70,66,73
04-17-2020,80,32,30,33
04-18-2020,83,180,171,189
04-19-2020,82,120,114,126
04-20-2020,81,66,62,69
04-21-2020,84,240,228,252
04-22-2020,84,260,247,273
04-23-2020,83,224,212,235
04-24-2020,83,210,199,220
04-25-2020,83,224,212,235
04-26-2020,82,136,129,142
04-13-2020,80,36,34,37
04-14-2020,80,24,22,25
04-15-2020,80,48,45,50
04-16-2020,80,10,9,10
04-17-2020,81,108,102,113
04-18-2020,81,112,106,117
04-19-2020,80,16,15,16
04-20-2020,81,108,102,113
04-21-2020,82,160,152,168
04-22-2020,82,154,146,161
04-23-2020,81,72,68,75
04-24-2020,84,260,247,273
04-25-2020,82,140,133,147
04-26-2020,80,30,28,31
