date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,83,56,53,58
04-14-2020,86,100,95,105
04-15-2020,86,108,102,113
04-16-2020,87,112,106,117
04-17-2020,90,160,152,168
04-18-2020,83,54,51,56
04-19-2020,83,60,57,63
04-20-2020,88,132,125,138
04-21-2020,86,96,91,100
04-22-2020,86,104,98,109
04-23-2020,92,196,186,205
04-24-2020,81,30,28,31
04-25-2020,98,288,273,302
04-26-2020,88,136,129,142
04-13-2020,81,28,26,29
04-14-2020,83,60,57,63
04-15-2020,81,24,22,25
04-16-2020,82,40,38,42
04-17-2020,81,24,22,25
04-18-2020,82,42,39,44
04-19-2020,88,128,121,134
04-20-2020,87,126,119,132
04-21-2020,90,160,152,168
04-22-2020,88,132,125,138
04-23-2020,92,192,182,201
04-24-2020,89,156,148,163
04-25-2020,95,252,239,264
04-26-2020,91,180,171,189
