date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,82,40,38,42
04-14-2020,83,50,47,52
04-15-2020,85,84,79,88
04-16-2020,83,56,53,58
04-17-2020,84,80,76,84
04-18-2020,82,36,34,37
04-19-2020,90,180,171,189
04-20-2020,92,198,188,207
04-21-2020,84,72,68,75
04-22-2020,91,182,172,191
04-23-2020,91,196,186,205
04-24-2020,83,60,57,63
04-25-2020,85,96,91,100
04-26-2020,100,340,323,357
04-13-2020,82,40,38,42
04-14-2020,83,60,57,63
04-15-2020,80,8,7,8
04-16-2020,81,30,28,31
04-17-2020,82,48,45,50
04-18-2020,85,84,79,88
04-19-2020,83,64,60,67
04-20-2020,87,126,119,132
04-21-2020,92,200,190,210
04-22-2020,89,154,146,161
04-23-2020,84,72,68,75
04-24-2020,89,156,148,163
04-25-2020,86,112,106,117
04-26-2020,85,90,85,94
