date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,80,76,84
04-14-2020,81,100,95,105
04-15-2020,81,108,102,113
04-16-2020,80,70,66,73
04-17-2020,81,160,152,168
04-18-2020,80,36,34,37
04-19-2020,81,100,95,105
04-20-2020,80,22,20,23
04-21-2020,80,24,22,25
04-22-2020,82,234,222,245
04-23-2020,80,84,79,88
04-24-2020,81,120,114,126
04-25-2020,81,128,121,134
04-26-2020,82,238,226,249
04-13-2020,80,40,38,42
04-14-2020,80,6,5,6
04-15-2020,80,72,68,75
04-16-2020,80,80,76,84
04-17-2020,81,108,102,113
04-18-2020,80,42,39,44
04-19-2020,80,32,30,33
04-20-2020,80,18,17,18
04-21-2020,81,160,152,168
04-22-2020,81,88,83,92
04-23-2020,81,168,159,176
04-24-2020,80,78,74,81
04-25-2020,83,280,266,294
04-26-2020,81,90,85,94
