date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,85,64,60,67
04-14-2020,86,80,76,84
04-15-2020,84,60,57,63
04-16-2020,83,42,39,44
04-17-2020,91,144,136,151
04-18-2020,81,18,17,18
04-19-2020,83,40,38,42
04-20-2020,83,44,41,46
04-21-2020,91,144,136,151
04-22-2020,86,78,74,81
04-23-2020,95,196,186,205
04-24-2020,96,210,199,220
04-25-2020,102,288,273,302
04-26-2020,101,272,258,285
04-13-2020,81,24,22,25
04-14-2020,83,48,45,50
04-15-2020,82,32,30,33
04-16-2020,87,90,85,94
04-17-2020,88,108,102,113
04-18-2020,88,112,106,117
04-19-2020,90,128,121,134
04-20-2020,84,54,51,56
04-21-2020,87,100,95,105
04-22-2020,81,22,20,23
04-23-2020,89,120,114,126
04-24-2020,98,234,222,245
04-25-2020,82,28,26,29
04-26-2020,96,210,199,220
