date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,83,16,15,16
04-14-2020,93,70,66,73
04-15-2020,82,12,11,12
04-16-2020,85,28,26,29
04-17-2020,110,160,152,168
04-18-2020,86,36,34,37
04-19-2020,106,140,133,147
04-20-2020,92,66,62,69
04-21-2020,93,72,68,75
04-22-2020,104,130,123,136
04-23-2020,127,252,239,264
04-24-2020,85,30,28,31
04-25-2020,92,64,60,67
04-26-2020,105,136,129,142
04-13-2020,83,20,19,21
04-14-2020,85,30,28,31
04-15-2020,89,48,45,50
04-16-2020,89,50,47,52
04-17-2020,100,108,102,113
04-18-2020,85,28,26,29
04-19-2020,101,112,106,117
04-20-2020,90,54,51,56
04-21-2020,114,180,171,189
04-22-2020,96,88,83,92
04-23-2020,98,96,91,100
04-24-2020,114,182,172,191
04-25-2020,85,28,26,29
04-26-2020,102,120,114,126
