date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,8,7,8
04-14-2020,82,30,28,31
04-15-2020,81,12,11,12
04-16-2020,93,140,133,147
04-17-2020,86,64,60,67
04-18-2020,92,126,119,132
04-19-2020,83,40,38,42
04-20-2020,101,220,209,231
04-21-2020,98,192,182,201
04-22-2020,92,130,123,136
04-23-2020,88,84,79,88
04-24-2020,82,30,28,31
04-25-2020,111,320,304,336
04-26-2020,93,136,129,142
04-13-2020,81,20,19,21
04-14-2020,84,42,39,44
04-15-2020,84,48,45,50
04-16-2020,80,10,9,10
04-17-2020,84,48,45,50
04-18-2020,84,42,39,44
04-19-2020,91,112,106,117
04-20-2020,90,108,102,113
04-21-2020,89,100,95,105
04-22-2020,84,44,41,46
04-23-2020,82,24,22,25
04-24-2020,85,52,49,54
04-25-2020,88,84,79,88
04-26-2020,85,60,57,63
