date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,81,24,22,25
04-14-2020,85,70,66,73
04-15-2020,85,72,68,75
04-16-2020,90,140,133,147
04-17-2020,83,48,45,50
04-18-2020,81,18,17,18
04-19-2020,92,160,152,168
04-20-2020,88,110,104,115
04-21-2020,96,216,205,226
04-22-2020,98,234,222,245
04-23-2020,97,224,212,235
04-24-2020,82,30,28,31
04-25-2020,99,256,243,268
04-26-2020,85,68,64,71
04-13-2020,81,20,19,21
04-14-2020,83,48,45,50
04-15-2020,83,48,45,50
04-16-2020,86,90,85,94
04-17-2020,86,84,79,88
04-18-2020,83,42,39,44
04-19-2020,89,128,121,134
04-20-2020,85,72,68,75
04-21-2020,86,80,76,84
04-22-2020,97,220,209,231
04-23-2020,83,48,45,50
04-24-2020,96,208,197,218
04-25-2020,99,252,239,264
04-26-2020,82,30,28,31
