date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,16,15,16
04-14-2020,80,20,19,21
04-15-2020,84,96,91,100
04-16-2020,86,140,133,147
04-17-2020,81,32,30,33
04-18-2020,84,108,102,113
04-19-2020,85,120,114,126
04-20-2020,80,22,20,23
04-21-2020,86,144,136,151
04-22-2020,82,52,49,54
04-23-2020,92,280,266,294
04-24-2020,91,270,256,283
04-25-2020,93,320,304,336
04-26-2020,90,238,226,249
04-13-2020,81,24,22,25
04-14-2020,80,12,11,12
04-15-2020,82,64,60,67
04-16-2020,84,100,95,105
04-17-2020,83,72,68,75
04-18-2020,81,28,26,29
04-19-2020,82,48,45,50
04-20-2020,85,126,119,132
04-21-2020,82,60,57,63
04-22-2020,82,66,62,69
04-23-2020,88,192,182,201
04-24-2020,90,234,222,245
04-25-2020,90,252,239,264
04-26-2020,93,300,285,315
