date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,83,56,53,58
04-14-2020,80,10,9,10
04-15-2020,85,84,79,88
04-16-2020,83,56,53,58
04-17-2020,91,160,152,168
04-18-2020,81,18,17,18
04-19-2020,81,20,19,21
04-20-2020,86,88,83,92
04-21-2020,96,240,228,252
04-22-2020,89,130,123,136
04-23-2020,85,84,79,88
04-24-2020,82,30,28,31
04-25-2020,89,128,121,134
04-26-2020,91,170,161,178
04-13-2020,81,28,26,29
04-14-2020,84,60,57,63
04-15-2020,82,40,38,42
04-16-2020,82,30,28,31
04-17-2020,84,60,57,63
04-18-2020,81,28,26,29
04-19-2020,84,64,60,67
04-20-2020,86,90,85,94
04-21-2020,88,120,114,126
04-22-2020,90,154,146,161
04-23-2020,88,120,114,126
04-24-2020,87,104,98,109
04-25-2020,95,224,212,235
04-26-2020,82,30,28,31
