date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,84,80,76,84
04-14-2020,81,30,28,31
04-15-2020,85,108,102,113
04-16-2020,85,112,106,117
04-17-2020,87,144,136,151
04-18-2020,84,90,85,94
04-19-2020,87,140,133,147
04-20-2020,86,132,125,138
04-21-2020,91,216,205,226
04-22-2020,87,156,148,163
04-23-2020,94,280,266,294
04-24-2020,84,90,85,94
04-25-2020,91,224,212,235
04-26-2020,83,68,64,71
04-13-2020,80,16,15,16
04-14-2020,82,48,45,50
04-15-2020,81,32,30,33
04-16-2020,80,10,9,10
04-17-2020,84,96,91,100
04-18-2020,87,140,133,147
04-19-2020,84,96,91,100
04-20-2020,81,36,34,37
04-21-2020,85,100,95,105
04-22-2020,81,22,20,23
04-23-2020,91,216,205,226
04-24-2020,89,182,172,191
04-25-2020,88,168,159,176
04-26-2020,92,240,228,252
