date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,83,64,60,67
04-14-2020,81,20,19,21
04-15-2020,87,120,114,126
04-16-2020,82,42,39,44
04-17-2020,81,32,30,33
04-18-2020,86,108,102,113
04-19-2020,84,80,76,84
04-20-2020,92,198,188,207
04-21-2020,94,240,228,252
04-22-2020,89,156,148,163
04-23-2020,83,56,53,58
04-24-2020,89,150,142,157
04-25-2020,99,320,304,336
04-26-2020,96,272,258,285
04-13-2020,81,24,22,25
04-14-2020,82,48,45,50
04-15-2020,82,48,45,50
04-16-2020,81,20,19,21
04-17-2020,86,108,102,113
04-18-2020,88,140,133,147
04-19-2020,87,128,121,134
04-20-2020,90,180,171,189
04-21-2020,86,100,95,105
04-22-2020,82,44,41,46
04-23-2020,93,216,205,226
04-24-2020,92,208,197,218
04-25-2020,86,112,106,117
04-26-2020,87,120,114,126
