date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,82,48,45,50
04-14-2020,82,50,47,52
04-15-2020,80,12,11,12
04-16-2020,83,56,53,58
04-17-2020,86,128,121,134
04-18-2020,87,144,136,151
04-19-2020,89,180,171,189
04-20-2020,81,22,20,23
04-21-2020,93,240,228,252
04-22-2020,84,78,74,81
04-23-2020,89,168,159,176
04-24-2020,84,90,85,94
04-25-2020,88,160,152,168
04-26-2020,85,102,96,107
04-13-2020,80,12,11,12
04-14-2020,80,18,17,18
04-15-2020,82,48,45,50
04-16-2020,81,30,28,31
04-17-2020,83,72,68,75
04-18-2020,86,112,106,117
04-19-2020,88,160,152,168
04-20-2020,81,36,34,37
04-21-2020,88,160,152,168
04-22-2020,84,88,83,92
04-23-2020,86,120,114,126
04-24-2020,81,26,24,27
04-25-2020,92,224,212,235
04-26-2020,93,240,228,252
