date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,94,72,68,75
04-14-2020,87,40,38,42
04-15-2020,101,108,102,113
04-16-2020,82,14,13,14
04-17-2020,108,144,136,151
04-18-2020,90,54,51,56
04-19-2020,91,60,57,63
04-20-2020,114,176,167,184
04-21-2020,89,48,45,50
04-22-2020,115,182,172,191
04-23-2020,124,224,212,235
04-24-2020,91,60,57,63
04-25-2020,136,288,273,302
04-26-2020,133,272,258,285
04-13-2020,80,4,3,4
04-14-2020,85,30,28,31
04-15-2020,91,56,53,58
04-16-2020,89,50,47,52
04-17-2020,82,12,11,12
04-18-2020,82,14,13,14
04-19-2020,83,16,15,16
04-20-2020,115,180,171,189
04-21-2020,95,80,76,84
04-22-2020,97,88,83,92
04-23-2020,89,48,45,50
04-24-2020,85,26,24,27
04-25-2020,102,112,106,117
04-26-2020,133,270,256,283
