date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,83,64,60,67
04-14-2020,82,50,47,52
04-15-2020,85,96,91,100
04-16-2020,85,98,93,102
04-17-2020,80,16,15,16
04-18-2020,87,144,136,151
04-19-2020,84,80,76,84
04-20-2020,83,66,62,69
04-21-2020,83,72,68,75
04-22-2020,89,182,172,191
04-23-2020,84,84,79,88
04-24-2020,89,180,171,189
04-25-2020,81,32,30,33
04-26-2020,89,170,161,178
04-13-2020,80,16,15,16
04-14-2020,80,18,17,18
04-15-2020,83,56,53,58
04-16-2020,83,60,57,63
04-17-2020,84,84,79,88
04-18-2020,86,126,119,132
04-19-2020,84,80,76,84
04-20-2020,87,144,136,151
04-21-2020,90,200,190,210
04-22-2020,81,22,20,23
04-23-2020,82,48,45,50
04-24-2020,84,78,74,81
04-25-2020,83,56,53,58
04-26-2020,96,300,285,315
