date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,81,32,30,33
04-14-2020,82,50,47,52
04-15-2020,83,96,91,100
04-16-2020,85,126,119,132
04-17-2020,81,48,45,50
04-18-2020,81,36,34,37
04-19-2020,82,60,57,63
04-20-2020,88,198,188,207
04-21-2020,81,48,45,50
04-22-2020,81,26,24,27
04-23-2020,82,56,53,58
04-24-2020,84,120,114,126
04-25-2020,85,128,121,134
04-26-2020,82,68,64,71
04-13-2020,80,20,19,21
04-14-2020,80,6,5,6
04-15-2020,82,72,68,75
04-16-2020,82,60,57,63
04-17-2020,84,108,102,113
04-18-2020,83,84,79,88
04-19-2020,82,64,60,67
04-20-2020,81,36,34,37
04-21-2020,84,100,95,105
04-22-2020,85,132,125,138
04-23-2020,86,168,159,176
04-24-2020,81,26,24,27
04-25-2020,82,56,53,58
04-26-2020,84,120,114,126
